"cluster_id","ccount","slot_signature_token"
126109,4,LH:81|RH:78|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
126115,4,LH:86|RH:86|TF:0|LE:0|RE:0|MO:0|SH:0|WA:59|FT:0
126133,4,LH:86|RH:32|TF:0|LE:0|RE:0|MO:0|SH:0|WA:86|FT:0
126149,4,LH:38|RH:38|TF:0|LE:0|RE:0|MO:0|SH:0|WA:86|FT:0
126155,4,LH:0|RH:60|TF:0|LE:0|RE:0|MO:55|SH:0|WA:55|FT:0
126173,4,LH:90|RH:90|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
126219,4,LH:39|RH:71|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
126249,4,LH:1|RH:1|TF:0|LE:0|RE:0|MO:26|SH:0|WA:26|FT:0
126264,4,LH:49|RH:49|TF:0|LE:0|RE:0|MO:46|SH:0|WA:46|FT:0
126274,4,LH:27|RH:82|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
126275,4,LH:92|RH:0|TF:0|LE:0|RE:0|MO:79|SH:0|WA:0|FT:0
126302,4,LH:82|RH:82|TF:0|LE:0|RE:82|MO:0|SH:0|WA:0|FT:0
126312,4,LH:32|RH:0|TF:33|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
126370,4,LH:81|RH:81|TF:0|LE:0|RE:0|MO:0|SH:0|WA:25|FT:0
126405,4,LH:73|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:28|FT:0
126410,4,LH:63|RH:48|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
126418,4,LH:73|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:59|FT:0
126423,4,LH:28|RH:25|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
126460,4,LH:81|RH:0|TF:0|LE:0|RE:0|MO:76|SH:0|WA:0|FT:0
126480,4,LH:39|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:45|FT:0
126492,4,LH:57|RH:57|TF:0|LE:0|RE:0|MO:81|SH:0|WA:63|FT:0
126493,4,LH:81|RH:81|TF:0|LE:0|RE:0|MO:26|SH:0|WA:81|FT:0
126565,4,LH:80|RH:80|TF:0|LE:0|RE:0|MO:81|SH:0|WA:81|FT:0
126573,4,LH:0|RH:41|TF:0|LE:0|RE:0|MO:0|SH:0|WA:41|FT:0
126589,4,LH:0|RH:26|TF:0|LE:0|RE:0|MO:0|SH:0|WA:56|FT:0
126614,4,LH:45|RH:45|TF:0|LE:0|RE:0|MO:51|SH:0|WA:0|FT:0
126625,4,LH:76|RH:81|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
126643,4,LH:81|RH:81|TF:0|LE:0|RE:0|MO:41|SH:0|WA:0|FT:0
126795,4,LH:118|RH:118|TF:111|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
126815,4,LH:95|RH:0|TF:0|LE:0|RE:0|MO:90|SH:0|WA:0|FT:0
126892,4,LH:0|RH:65|TF:0|LE:0|RE:0|MO:110|SH:0|WA:0|FT:0
126893,4,LH:83|RH:95|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
126905,4,LH:45|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:47|FT:0
126927,4,LH:67|RH:92|TF:0|LE:0|RE:0|MO:0|SH:0|WA:56|FT:0
126951,4,LH:2|RH:2|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0
126969,4,LH:48|RH:63|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
126971,4,LH:24|RH:24|TF:0|LE:0|RE:0|MO:0|SH:0|WA:28|FT:0
127029,4,LH:73|RH:89|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
127032,4,LH:80|RH:80|TF:0|LE:0|RE:0|MO:0|SH:0|WA:24|FT:0
127084,4,LH:60|RH:41|TF:0|LE:0|RE:0|MO:44|SH:0|WA:44|FT:0
127093,4,LH:96|RH:96|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
127107,4,LH:63|RH:0|TF:0|LE:0|RE:0|MO:67|SH:0|WA:56|FT:0
127132,4,LH:0|RH:63|TF:0|LE:0|RE:0|MO:0|SH:27|WA:63|FT:0
127134,4,LH:0|RH:0|TF:0|LE:0|RE:0|MO:41|SH:27|WA:41|FT:0
127156,4,LH:76|RH:60|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
127178,4,LH:80|RH:80|TF:0|LE:0|RE:0|MO:0|SH:27|WA:56|FT:0
127179,4,LH:39|RH:24|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
127180,4,LH:60|RH:41|TF:0|LE:0|RE:0|MO:0|SH:0|WA:55|FT:0
127192,4,LH:63|RH:41|TF:0|LE:0|RE:0|MO:0|SH:27|WA:56|FT:0
127243,4,LH:32|RH:32|TF:0|LE:0|RE:0|MO:0|SH:0|WA:24|FT:0
127245,4,LH:0|RH:65|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
127327,4,LH:79|RH:79|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
127328,4,LH:0|RH:0|TF:0|LE:0|RE:0|MO:80|SH:27|WA:0|FT:0
127329,4,LH:0|RH:63|TF:0|LE:0|RE:0|MO:90|SH:0|WA:90|FT:0
127382,4,LH:32|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
127398,4,LH:67|RH:58|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0
127415,4,LH:0|RH:63|TF:74|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
127423,4,LH:56|RH:56|TF:33|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
127444,4,LH:57|RH:57|TF:0|LE:0|RE:0|MO:0|SH:27|WA:57|FT:0
127456,4,LH:0|RH:0|TF:0|LE:0|RE:0|MO:67|SH:27|WA:63|FT:0
127470,4,LH:73|RH:65|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
127472,4,LH:58|RH:56|TF:0|LE:0|RE:0|MO:0|SH:27|WA:63|FT:0
127513,4,LH:41|RH:36|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
127555,4,LH:67|RH:39|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
127562,4,LH:59|RH:67|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
127591,4,LH:0|RH:67|TF:92|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
127592,4,LH:73|RH:73|TF:92|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
127613,4,LH:34|RH:80|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
127622,4,LH:84|RH:84|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
127691,4,LH:43|RH:63|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
127730,4,LH:74|RH:90|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
127755,4,LH:67|RH:67|TF:0|LE:0|RE:0|MO:0|SH:0|WA:90|FT:0
127778,4,LH:83|RH:83|TF:0|LE:0|RE:0|MO:27|SH:0|WA:0|FT:0
127787,4,LH:53|RH:56|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
127828,4,LH:56|RH:56|TF:0|LE:0|RE:0|MO:64|SH:0|WA:63|FT:0
127863,4,LH:58|RH:57|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
127901,4,LH:63|RH:56|TF:0|LE:0|RE:0|MO:0|SH:27|WA:56|FT:0
127902,4,LH:63|RH:67|TF:0|LE:0|RE:0|MO:0|SH:27|WA:63|FT:0
127916,4,LH:48|RH:48|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
127934,4,LH:60|RH:60|TF:0|LE:0|RE:0|MO:76|SH:0|WA:0|FT:0
128002,4,LH:0|RH:79|TF:0|LE:0|RE:0|MO:90|SH:0|WA:0|FT:0
128012,4,LH:67|RH:62|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
128045,4,LH:90|RH:90|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0
128059,4,LH:53|RH:53|TF:0|LE:0|RE:0|MO:0|SH:0|WA:53|FT:0
128065,4,LH:82|RH:0|TF:0|LE:0|RE:0|MO:27|SH:0|WA:0|FT:0
128092,4,LH:45|RH:45|TF:0|LE:0|RE:0|MO:0|SH:0|WA:44|FT:0
128111,4,LH:41|RH:63|TF:0|LE:0|RE:0|MO:0|SH:0|WA:96|FT:0
128173,4,LH:84|RH:82|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
128224,4,LH:0|RH:43|TF:0|LE:0|RE:0|MO:0|SH:0|WA:45|FT:0
128226,4,LH:50|RH:48|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
128229,4,LH:28|RH:28|TF:0|LE:0|RE:0|MO:0|SH:27|WA:28|FT:0
128291,4,LH:33|RH:73|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
128323,4,LH:0|RH:0|TF:0|LE:0|RE:0|MO:55|SH:0|WA:60|FT:0
128325,4,LH:65|RH:0|TF:0|LE:0|RE:0|MO:90|SH:0|WA:0|FT:0
128326,4,LH:33|RH:33|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
128377,4,LH:44|RH:42|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
128387,4,LH:57|RH:60|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
128489,4,LH:72|RH:72|TF:0|LE:0|RE:82|MO:0|SH:0|WA:0|FT:0
128687,4,LH:63|RH:63|TF:0|LE:73|RE:0|MO:0|SH:0|WA:56|FT:0
128745,4,LH:41|RH:41|TF:0|LE:0|RE:0|MO:0|SH:0|WA:44|FT:0
128813,4,LH:34|RH:34|TF:0|LE:0|RE:0|MO:0|SH:0|WA:34|FT:0
128827,4,LH:0|RH:2|TF:0|LE:0|RE:0|MO:27|SH:0|WA:0|FT:0
128844,4,LH:0|RH:25|TF:0|LE:0|RE:0|MO:27|SH:0|WA:0|FT:0
128889,4,LH:27|RH:27|TF:0|LE:0|RE:0|MO:90|SH:0|WA:0|FT:0
128943,4,LH:60|RH:60|TF:0|LE:0|RE:0|MO:90|SH:27|WA:0|FT:0
129007,4,LH:74|RH:74|TF:0|LE:0|RE:0|MO:90|SH:27|WA:0|FT:0
129197,4,LH:0|RH:41|TF:0|LE:73|RE:0|MO:0|SH:0|WA:0|FT:0
129262,4,LH:73|RH:83|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
129263,4,LH:62|RH:65|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
129273,4,LH:73|RH:90|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
129334,4,LH:59|RH:92|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
129519,4,LH:46|RH:47|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117225,4,LH:56|RH:46|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117276,4,LH:41|RH:25|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117294,4,LH:44|RH:44|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0
117354,4,LH:17|RH:67|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117365,4,LH:58|RH:58|TF:0|LE:0|RE:0|MO:0|SH:0|WA:97|FT:0
117389,4,LH:67|RH:54|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117484,4,LH:47|RH:47|TF:0|LE:0|RE:0|MO:0|SH:0|WA:50|FT:0
117493,4,LH:60|RH:60|TF:0|LE:0|RE:0|MO:43|SH:0|WA:45|FT:0
117512,4,LH:65|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:57|FT:0
117519,4,LH:0|RH:47|TF:0|LE:0|RE:47|MO:0|SH:0|WA:0|FT:0
117532,4,LH:24|RH:67|TF:0|LE:0|RE:0|MO:0|SH:0|WA:24|FT:0
117585,4,LH:5|RH:5|TF:0|LE:0|RE:0|MO:0|SH:0|WA:26|FT:0
117622,4,LH:41|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:45|FT:0
117638,4,LH:57|RH:46|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117650,4,LH:18|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117659,4,LH:67|RH:42|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117737,4,LH:32|RH:35|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117780,4,LH:47|RH:47|TF:47|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117781,4,LH:24|RH:56|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117795,4,LH:41|RH:41|TF:0|LE:0|RE:0|MO:41|SH:0|WA:60|FT:0
117826,4,LH:67|RH:67|TF:0|LE:0|RE:0|MO:79|SH:0|WA:0|FT:0
117863,4,LH:57|RH:0|TF:0|LE:0|RE:0|MO:67|SH:0|WA:0|FT:0
117883,4,LH:67|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:62|FT:0
117891,4,LH:59|RH:95|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117897,4,LH:67|RH:67|TF:0|LE:0|RE:0|MO:0|SH:0|WA:32|FT:0
117910,4,LH:60|RH:0|TF:0|LE:0|RE:0|MO:41|SH:0|WA:41|FT:0
117976,4,LH:60|RH:60|TF:0|LE:0|RE:0|MO:42|SH:0|WA:0|FT:0
117978,4,LH:57|RH:57|TF:111|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117981,4,LH:39|RH:39|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
117990,4,LH:0|RH:60|TF:0|LE:0|RE:0|MO:63|SH:0|WA:63|FT:0
118000,4,LH:26|RH:41|TF:0|LE:0|RE:0|MO:0|SH:0|WA:26|FT:0
118013,4,LH:2|RH:26|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
118040,4,LH:58|RH:46|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
118102,4,LH:60|RH:56|TF:0|LE:0|RE:0|MO:45|SH:0|WA:45|FT:0
118128,4,LH:43|RH:43|TF:0|LE:0|RE:0|MO:45|SH:0|WA:45|FT:0
118144,4,LH:25|RH:25|TF:0|LE:0|RE:0|MO:110|SH:0|WA:0|FT:0
118151,4,LH:1|RH:1|TF:0|LE:0|RE:0|MO:0|SH:0|WA:28|FT:0
118204,4,LH:73|RH:73|TF:0|LE:0|RE:0|MO:0|SH:0|WA:62|FT:0
118208,4,LH:60|RH:0|TF:0|LE:0|RE:0|MO:41|SH:0|WA:56|FT:0
118236,4,LH:47|RH:47|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0
118240,4,LH:67|RH:64|TF:0|LE:0|RE:0|MO:0|SH:0|WA:56|FT:0
118253,4,LH:43|RH:43|TF:0|LE:0|RE:0|MO:0|SH:0|WA:50|FT:0
118307,4,LH:73|RH:73|TF:0|LE:0|RE:0|MO:24|SH:0|WA:24|FT:0
118327,4,LH:67|RH:44|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
118356,4,LH:41|RH:41|TF:0|LE:0|RE:0|MO:67|SH:0|WA:60|FT:0
118365,4,LH:57|RH:55|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
118378,4,LH:60|RH:79|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
118429,4,LH:45|RH:44|TF:0|LE:0|RE:0|MO:0|SH:0|WA:44|FT:0
118459,4,LH:0|RH:67|TF:0|LE:0|RE:0|MO:110|SH:0|WA:26|FT:0
118499,4,LH:57|RH:57|TF:92|LE:0|RE:0|MO:0|SH:0|WA:56|FT:0
118509,4,LH:0|RH:39|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
118612,4,LH:110|RH:39|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
118634,4,LH:6|RH:6|TF:0|LE:0|RE:0|MO:0|SH:0|WA:28|FT:0
118639,4,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:53|FT:0
118698,4,LH:0|RH:1|TF:0|LE:0|RE:0|MO:0|SH:0|WA:24|FT:0
118715,4,LH:41|RH:32|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
118718,4,LH:1|RH:26|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
118720,4,LH:95|RH:56|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
118754,4,LH:16|RH:16|TF:0|LE:0|RE:0|MO:67|SH:0|WA:0|FT:0
118767,4,LH:73|RH:67|TF:0|LE:73|RE:0|MO:0|SH:0|WA:0|FT:0
118793,4,LH:2|RH:2|TF:0|LE:0|RE:0|MO:26|SH:0|WA:0|FT:0
118800,4,LH:43|RH:43|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
118806,4,LH:65|RH:65|TF:0|LE:0|RE:0|MO:92|SH:0|WA:0|FT:0
118807,4,LH:41|RH:63|TF:0|LE:0|RE:0|MO:41|SH:0|WA:0|FT:0
118825,4,LH:0|RH:0|TF:45|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
118828,4,LH:60|RH:41|TF:0|LE:0|RE:0|MO:45|SH:0|WA:45|FT:0
118863,4,LH:73|RH:67|TF:0|LE:0|RE:0|MO:73|SH:0|WA:0|FT:0
118874,4,LH:56|RH:63|TF:0|LE:0|RE:0|MO:41|SH:27|WA:0|FT:0
118897,4,LH:43|RH:43|TF:0|LE:0|RE:0|MO:51|SH:0|WA:51|FT:0
118898,4,LH:41|RH:0|TF:0|LE:0|RE:0|MO:73|SH:0|WA:0|FT:0
118906,4,LH:41|RH:60|TF:0|LE:0|RE:0|MO:0|SH:27|WA:63|FT:0
118908,4,LH:74|RH:60|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
118946,4,LH:56|RH:44|TF:0|LE:0|RE:0|MO:45|SH:0|WA:45|FT:0
118986,4,LH:0|RH:0|TF:0|LE:44|RE:0|MO:0|SH:0|WA:0|FT:0
119002,4,LH:60|RH:60|TF:0|LE:0|RE:0|MO:41|SH:0|WA:55|FT:0
119034,4,LH:56|RH:28|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119042,4,LH:67|RH:67|TF:0|LE:0|RE:0|MO:0|SH:0|WA:55|FT:0
119049,4,LH:54|RH:45|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119064,4,LH:60|RH:67|TF:0|LE:0|RE:0|MO:41|SH:0|WA:63|FT:0
119067,4,LH:56|RH:60|TF:0|LE:0|RE:0|MO:41|SH:0|WA:63|FT:0
119115,4,LH:42|RH:67|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119121,4,LH:41|RH:79|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
119124,4,LH:63|RH:67|TF:0|LE:0|RE:0|MO:41|SH:0|WA:56|FT:0
119135,4,LH:2|RH:2|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119157,4,LH:59|RH:59|TF:0|LE:0|RE:0|MO:73|SH:0|WA:59|FT:0
119170,4,LH:69|RH:44|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119199,4,LH:44|RH:60|TF:0|LE:0|RE:0|MO:45|SH:0|WA:0|FT:0
119202,4,LH:59|RH:59|TF:0|LE:73|RE:0|MO:73|SH:0|WA:0|FT:0
119259,4,LH:63|RH:63|TF:92|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0
119262,4,LH:56|RH:24|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119280,4,LH:45|RH:55|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0
119281,4,LH:48|RH:48|TF:0|LE:0|RE:0|MO:0|SH:0|WA:48|FT:0
119287,4,LH:95|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:56|FT:0
119288,4,LH:55|RH:58|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119289,4,LH:63|RH:55|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0
119298,4,LH:67|RH:63|TF:0|LE:0|RE:0|MO:90|SH:0|WA:0|FT:0
119321,4,LH:0|RH:109|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
119346,4,LH:67|RH:95|TF:0|LE:0|RE:0|MO:0|SH:0|WA:56|FT:0
119360,4,LH:0|RH:56|TF:0|LE:0|RE:0|MO:41|SH:0|WA:0|FT:0
119379,4,LH:55|RH:79|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119400,4,LH:57|RH:57|TF:0|LE:0|RE:0|MO:67|SH:0|WA:67|FT:0
119415,4,LH:41|RH:67|TF:0|LE:0|RE:0|MO:0|SH:0|WA:57|FT:0
119426,4,LH:56|RH:40|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
119435,4,LH:3|RH:3|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119443,4,LH:15|RH:63|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119447,4,LH:1|RH:1|TF:0|LE:0|RE:0|MO:0|SH:0|WA:86|FT:0
119456,4,LH:60|RH:53|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119459,4,LH:63|RH:15|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119497,4,LH:57|RH:63|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119532,4,LH:45|RH:50|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119540,4,LH:38|RH:34|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119556,4,LH:95|RH:67|TF:0|LE:0|RE:0|MO:92|SH:0|WA:0|FT:0
119568,4,LH:24|RH:28|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119571,4,LH:41|RH:60|TF:0|LE:0|RE:0|MO:0|SH:0|WA:45|FT:0
119706,4,LH:56|RH:56|TF:0|LE:0|RE:0|MO:67|SH:0|WA:67|FT:0
119724,4,LH:41|RH:41|TF:92|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0
119725,4,LH:56|RH:48|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119731,4,LH:60|RH:41|TF:0|LE:0|RE:0|MO:0|SH:0|WA:44|FT:0
119755,4,LH:77|RH:77|TF:0|LE:0|RE:0|MO:0|SH:0|WA:56|FT:0
119797,4,LH:28|RH:2|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119841,4,LH:41|RH:0|TF:0|LE:0|RE:0|MO:45|SH:0|WA:45|FT:0
119865,4,LH:27|RH:26|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119866,4,LH:15|RH:15|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0
119895,4,LH:43|RH:60|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119932,4,LH:59|RH:59|TF:0|LE:0|RE:0|MO:0|SH:0|WA:100|FT:0
119939,4,LH:4|RH:4|TF:0|LE:0|RE:0|MO:0|SH:0|WA:28|FT:0
119950,4,LH:2|RH:1|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119956,4,LH:0|RH:0|TF:0|LE:46|RE:0|MO:0|SH:0|WA:0|FT:0
119965,4,LH:46|RH:46|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0
119968,4,LH:55|RH:40|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
119973,4,LH:28|RH:67|TF:0|LE:0|RE:0|MO:0|SH:0|WA:26|FT:0
119996,4,LH:60|RH:58|TF:0|LE:0|RE:0|MO:0|SH:0|WA:56|FT:0
120006,4,LH:101|RH:67|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
120016,4,LH:0|RH:49|TF:0|LE:0|RE:0|MO:0|SH:0|WA:49|FT:0
120035,4,LH:62|RH:62|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0
120058,4,LH:56|RH:56|TF:0|LE:0|RE:0|MO:65|SH:0|WA:0|FT:0
120080,4,LH:63|RH:67|TF:0|LE:0|RE:0|MO:90|SH:0|WA:90|FT:0
120098,4,LH:67|RH:67|TF:0|LE:0|RE:0|MO:73|SH:0|WA:60|FT:0
120101,4,LH:73|RH:73|TF:73|LE:73|RE:0|MO:0|SH:0|WA:0|FT:0
120128,4,LH:79|RH:79|TF:111|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
120132,4,LH:55|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:45|FT:0
120134,4,LH:36|RH:36|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
120183,4,LH:59|RH:59|TF:0|LE:0|RE:0|MO:0|SH:0|WA:26|FT:0
120203,4,LH:59|RH:15|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
120241,4,LH:55|RH:55|TF:0|LE:0|RE:0|MO:0|SH:0|WA:56|FT:0
120249,4,LH:59|RH:59|TF:112|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
120256,4,LH:56|RH:0|TF:0|LE:0|RE:0|MO:41|SH:0|WA:41|FT:0
120283,4,LH:59|RH:86|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
120298,4,LH:60|RH:0|TF:0|LE:0|RE:0|MO:73|SH:0|WA:0|FT:0
120304,4,LH:63|RH:63|TF:0|LE:0|RE:0|MO:0|SH:0|WA:55|FT:0
120307,4,LH:73|RH:1|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
120308,4,LH:67|RH:0|TF:0|LE:0|RE:0|MO:89|SH:0|WA:0|FT:0
120312,4,LH:67|RH:42|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0
120317,4,LH:63|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:45|FT:0
120324,4,LH:41|RH:41|TF:0|LE:0|RE:0|MO:81|SH:0|WA:81|FT:0
120325,4,LH:40|RH:40|TF:0|LE:0|RE:0|MO:0|SH:0|WA:55|FT:0
120329,4,LH:0|RH:0|TF:0|LE:0|RE:55|MO:0|SH:0|WA:0|FT:0
120338,4,LH:60|RH:43|TF:0|LE:0|RE:0|MO:0|SH:0|WA:55|FT:0
120416,4,LH:56|RH:73|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0
120433,4,LH:0|RH:77|TF:0|LE:0|RE:0|MO:0|SH:0|WA:81|FT:0
120461,4,LH:81|RH:63|TF:0|LE:0|RE:0|MO:0|SH:0|WA:81|FT:0
120485,4,LH:57|RH:57|TF:0|LE:0|RE:0|MO:55|SH:0|WA:55|FT:0
120487,4,LH:0|RH:0|TF:0|LE:0|RE:0|MO:73|SH:0|WA:41|FT:0
120512,4,LH:60|RH:60|TF:0|LE:73|RE:0|MO:0|SH:0|WA:0|FT:0
120514,4,LH:60|RH:60|TF:0|LE:0|RE:0|MO:0|SH:0|WA:46|FT:0
120517,4,LH:58|RH:55|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0
120518,4,LH:43|RH:43|TF:0|LE:0|RE:0|MO:0|SH:0|WA:55|FT:0
